demand_index,time_slot,day_of_week,competition_pressure,operational_cost,seasonality_index,marketing_intensity,dynamic_price,time_slot_sin,time_slot_cos,day_of_week_sin,day_of_week_cos
110.0,20,6,0.07,93.28,0.68,0.32,423.55129023885206,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
113.0,6,0,1.0,139.57,0.8,0.17,380.5426962664516,0.9749279121818236,0.22252093395631445,0.0,1.0
108.0,15,4,1.31,100.8,0.9955188679245284,1.23,304.19261081601906,-0.22252093395631384,-0.9749279121818237,-0.433883739117558,-0.9009688679024191
110.0,19,8,0.6,91.77,0.61,0.1,323.8673618744754,-0.900968867902419,-0.4338837391175583,0.7818314824680296,0.6234898018587337
104.5,26,3,0.7994440767703508,169.53,1.04,0.13,148.71211453529932,-0.4338837391175575,0.9009688679024194,0.43388373911755823,-0.900968867902419
99.0,20,4,0.9,101.46,0.9955188679245284,0.24,406.9031693236802,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
112.0,22,4,0.73,88.68,1.4,0.55,395.4568490168889,-0.9749279121818238,0.22252093395631334,-0.433883739117558,-0.9009688679024191
125.0,3,3,0.96,103.51,0.62,0.17,360.9380575653506,0.6234898018587335,0.7818314824680298,0.43388373911755823,-0.900968867902419
76.0,27,0,1.55,119.92,1.28,1.18,300.4537916343998,-0.22252093395631464,0.9749279121818235,0.0,1.0
5.0,13,8,1.6,83.78,0.93,1.16,181.40562947369463,0.2225209339563141,-0.9749279121818237,0.7818314824680296,0.6234898018587337
129.0,6,2,1.29,151.74,1.17,0.23,406.5699453469071,0.9749279121818236,0.22252093395631445,0.9749279121818236,-0.22252093395631434
62.0,21,4,0.85,77.89,1.21,0.74,248.7720696987221,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
49.0,20,6,0.7994440767703508,139.29,1.1,0.05,323.3081264097042,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
41.0,24,7,0.59,152.9,1.31,0.11,336.24705454002736,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0
48.0,11,6,0.79,42.97,1.02,1.19,213.71268939891976,0.6234898018587339,-0.7818314824680295,-0.7818314824680299,0.6234898018587334
107.0,26,0,1.25,83.07,0.9955188679245284,0.97,313.5447120154303,-0.4338837391175575,0.9009688679024194,0.0,1.0
117.0,19,8,1.38,115.85,1.08,0.75,144.46441782598538,-0.900968867902419,-0.4338837391175583,0.7818314824680296,0.6234898018587337
127.0,25,7,0.17,128.14,1.18,0.68,491.3445039294081,-0.6234898018587337,0.7818314824680297,-2.4492935982947064e-16,1.0
27.0,20,0,0.54,83.8,0.68,0.69,180.2410701717858,-0.9749279121818236,-0.2225209339563146,0.0,1.0
30.0,13,0,1.26,119.92,1.31,1.1,298.1798205139851,0.2225209339563141,-0.9749279121818237,0.0,1.0
52.0,20,5,0.57,143.77,0.73,0.5750000000000001,245.96169485989208,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
114.0,14,7,0.94,119.92,1.37,0.05,426.57931524305457,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0
114.33333333333333,25,2,1.04,69.83,0.75,0.14,168.35671752666457,-0.6234898018587337,0.7818314824680297,0.9749279121818236,-0.22252093395631434
114.66666666666667,22,6,0.25,21.818749999999994,1.41,1.26,196.60696827641132,-0.9749279121818238,0.22252093395631334,-0.7818314824680299,0.6234898018587334
115.0,17,6,0.52,61.1,0.63,1.16,331.8768842924532,-0.6234898018587338,-0.7818314824680296,-0.7818314824680299,0.6234898018587334
29.0,26,4,0.7994440767703508,155.95,0.79,0.18,252.70498846642857,-0.4338837391175575,0.9009688679024194,-0.433883739117558,-0.9009688679024191
98.0,18,2,0.35,103.94,1.43,0.2,384.8560552162052,-0.7818314824680297,-0.6234898018587337,0.9749279121818236,-0.22252093395631434
70.0,1,4,0.07,97.16,0.9955188679245284,0.14666666666666667,207.80990952753808,0.2225209339563144,0.9749279121818236,-0.433883739117558,-0.9009688679024191
42.0,20,5,0.67,118.69,1.36,0.09333333333333334,231.5971546916237,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
104.0,20,8,1.23,136.43,1.42,0.04,364.7517786074315,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
68.0,20,5,1.15,119.92,1.0,1.2,292.5732949810787,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
76.0,20,3,0.2,134.78,0.63,1.0,263.6879671659674,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
99.0,9,6,0.04,179.09,0.57,0.42,398.1691074994321,0.9009688679024191,-0.43388373911755806,-0.7818314824680299,0.6234898018587334
100.0,18,6,0.7994440767703508,91.11,1.32,0.39,598.2635172022032,-0.7818314824680297,-0.6234898018587337,-0.7818314824680299,0.6234898018587334
54.0,13,3,1.41,142.83,0.9955188679245284,0.95,313.4661384734697,0.2225209339563141,-0.9749279121818237,0.43388373911755823,-0.900968867902419
62.0,12,4,1.03,128.55,0.95,0.77,232.42766404402352,0.43388373911755823,-0.900968867902419,-0.433883739117558,-0.9009688679024191
65.0,26,8,0.93,119.92,0.76,0.59,310.2963971261744,-0.4338837391175575,0.9009688679024194,0.7818314824680296,0.6234898018587337
96.5,6,2,1.4,165.73,1.29,0.27,129.9291797219818,0.9749279121818236,0.22252093395631445,0.9749279121818236,-0.22252093395631434
128.0,9,6,0.13,65.3,1.44,0.31,393.81615336049606,0.9009688679024191,-0.43388373911755806,-0.7818314824680299,0.6234898018587334
123.5,10,5,0.83,62.68,0.63,0.25,128.816195175053,0.7818314824680299,-0.6234898018587335,-0.9749279121818236,-0.2225209339563146
119.0,8,4,0.23,110.48,1.49,0.32,416.4919752253146,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191
124.0,20,4,0.58,95.56,0.94,0.78,384.9236470982233,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
48.0,20,5,0.7994440767703508,182.9,0.9955188679245284,0.42,303.8590940674855,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
58.0,15,4,0.7994440767703508,119.92,0.64,0.59,237.02668885691645,-0.22252093395631384,-0.9749279121818237,-0.433883739117558,-0.9009688679024191
91.0,14,1,0.62,139.02,1.02,0.76,422.1147777435633,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
46.0,5,2,0.7994440767703508,119.92,0.87,0.76,250.46615927331283,0.9009688679024191,0.4338837391175582,0.9749279121818236,-0.22252093395631434
110.0,20,8,0.7994440767703508,166.19,0.82,0.55,495.8328477633975,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
75.0,20,8,0.46,136.69,1.05,0.93,382.64149489275263,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
51.0,15,1,0.51,136.05,0.81,0.57,253.99537326339603,-0.22252093395631384,-0.9749279121818237,0.7818314824680298,0.6234898018587336
113.0,18,6,0.19,120.8,0.88,0.54,414.4611328186076,-0.7818314824680297,-0.6234898018587337,-0.7818314824680299,0.6234898018587334
86.0,20,7,0.57,120.75,1.47,1.22,176.79143813082902,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
59.0,20,5,0.86,100.04,1.44,1.25,232.29890695024628,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
32.0,4,6,0.57,162.62,1.17,1.055,250.80691511909745,0.7818314824680298,0.6234898018587336,-0.7818314824680299,0.6234898018587334
25.0,11,1,0.56,167.07,1.4,0.86,211.77215925893063,0.6234898018587339,-0.7818314824680295,0.7818314824680298,0.6234898018587336
18.0,1,2,0.67,116.87,0.62,1.14,197.87991525526735,0.2225209339563144,0.9749279121818236,0.9749279121818236,-0.22252093395631434
112.0,24,6,0.39,139.81,1.02,1.02,520.9304994649158,-0.7818314824680299,0.6234898018587334,-0.7818314824680299,0.6234898018587334
67.0,21,2,0.59,118.04,0.63,0.06,272.5485374852964,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
70.0,24,6,0.7994440767703508,71.94,1.03,0.28500000000000003,321.7976540998,-0.7818314824680299,0.6234898018587334,-0.7818314824680299,0.6234898018587334
4.0,20,6,0.27,107.73,0.95,0.51,222.21862462858363,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
0.0,20,6,0.97,148.9,0.54,0.83,151.55883283394311,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
89.0,9,1,1.13,62.88,1.12,1.15,265.12224757927135,0.9009688679024191,-0.43388373911755806,0.7818314824680298,0.6234898018587336
115.0,20,4,0.31,100.17,1.04,0.36,406.5225356589182,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
13.0,9,6,0.45,113.04,1.19,0.26,199.9817096258041,0.9009688679024191,-0.43388373911755806,-0.7818314824680299,0.6234898018587334
14.0,8,6,0.7994440767703508,202.78,0.76,0.16,248.9593790543481,0.9749279121818236,-0.22252093395631434,-0.7818314824680299,0.6234898018587334
5.0,20,7,0.7994440767703508,181.14,1.03,0.72,255.48879429610224,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
79.0,27,5,0.97,109.8,1.3,0.21,311.3230703537014,-0.22252093395631464,0.9749279121818235,-0.9749279121818236,-0.2225209339563146
14.0,20,7,1.34,129.58,0.75,0.53,110.11266831732532,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
30.0,21,8,0.7994440767703508,76.92,0.9955188679245284,0.85,75.10226275544983,-1.0,-1.8369701987210297e-16,0.7818314824680296,0.6234898018587337
46.0,10,8,0.52,69.51,1.37,0.55,301.2807972266653,0.7818314824680299,-0.6234898018587335,0.7818314824680296,0.6234898018587337
116.0,20,5,1.16,180.7,0.8,0.65,408.7197757337676,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
86.0,2,7,0.32,88.31,0.51,0.14,332.24019337364336,0.4338837391175581,0.9009688679024191,-2.4492935982947064e-16,1.0
92.0,21,7,0.65,74.17,0.5,0.81,337.79904530016864,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
98.0,26,2,1.33,85.23,0.83,0.2,78.15233015887291,-0.4338837391175575,0.9009688679024194,0.9749279121818236,-0.22252093395631434
104.0,16,6,0.62,160.12,1.44,0.93,424.7087893562916,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334
54.0,20,4,1.44,101.64,0.71,1.26,231.7774809204449,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
90.0,23,5,1.41,55.95,1.23,0.46,242.376468606822,-0.9009688679024193,0.43388373911755795,-0.9749279121818236,-0.2225209339563146
55.0,24,8,0.7994440767703508,155.24,0.87,0.68,361.37332307303296,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337
35.0,13,2,0.94,119.92,1.03,0.03,216.16342670685896,0.2225209339563141,-0.9749279121818237,0.9749279121818236,-0.22252093395631434
22.5,23,7,0.51,161.98,1.2,0.86,205.5401146859366,-0.9009688679024193,0.43388373911755795,-2.4492935982947064e-16,1.0
10.0,24,6,1.14,166.84,0.7,0.63,185.14010777822756,-0.7818314824680299,0.6234898018587334,-0.7818314824680299,0.6234898018587334
107.0,20,8,0.8,68.59,1.31,0.55,307.15155500577055,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
25.0,26,7,0.7994440767703508,119.92,1.18,0.85,270.3464479429828,-0.4338837391175575,0.9009688679024194,-2.4492935982947064e-16,1.0
99.0,21,1,0.04,119.92,1.45,0.44,408.13274198712327,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
72.0,24,1,0.35,119.92,1.48,0.03,274.57971673477635,-0.7818314824680299,0.6234898018587334,0.7818314824680298,0.6234898018587336
120.0,17,1,0.49,65.91,1.01,0.14,374.6942451960134,-0.6234898018587338,-0.7818314824680296,0.7818314824680298,0.6234898018587336
119.0,10,6,0.7994440767703508,119.92,0.5,1.23,168.15495052051895,0.7818314824680299,-0.6234898018587335,-0.7818314824680299,0.6234898018587334
118.0,17,3,0.99,46.34,0.71,0.35,332.02991304607133,-0.6234898018587338,-0.7818314824680296,0.43388373911755823,-0.900968867902419
82.5,3,8,0.64,91.57,1.39,0.93,157.54646172423097,0.6234898018587335,0.7818314824680298,0.7818314824680296,0.6234898018587337
47.0,1,7,0.95,140.29,0.9955188679245284,0.74,310.5436712651706,0.2225209339563144,0.9749279121818236,-2.4492935982947064e-16,1.0
129.0,16,3,1.17,215.78875000000002,1.18,0.55,489.9334223928332,-0.433883739117558,-0.9009688679024191,0.43388373911755823,-0.900968867902419
77.0,26,8,1.02,115.2,0.79,0.24,598.2635172022032,-0.4338837391175575,0.9009688679024194,0.7818314824680296,0.6234898018587337
43.5,20,6,0.7994440767703508,82.74,0.97,0.29000000000000004,270.613427736535,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
10.0,8,8,0.7994440767703508,126.38,0.96,0.34,83.83612590743496,0.9749279121818236,-0.22252093395631434,0.7818314824680296,0.6234898018587337
71.0,20,1,0.7994440767703508,94.02,0.81,0.19,268.2988590333571,-0.9749279121818236,-0.2225209339563146,0.7818314824680298,0.6234898018587336
66.0,27,1,0.25,94.49,0.94,0.3475,273.04790828429753,-0.22252093395631464,0.9749279121818235,0.7818314824680298,0.6234898018587336
65.0,20,4,1.39,199.06,0.89,0.5049999999999999,157.21521678027207,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
64.0,17,6,1.03,215.78875000000002,1.46,0.6624999999999999,378.621481225867,-0.6234898018587338,-0.7818314824680296,-0.7818314824680299,0.6234898018587334
64.0,4,6,1.47,119.92,0.82,0.82,229.2002567145837,0.7818314824680298,0.6234898018587336,-0.7818314824680299,0.6234898018587334
91.5,20,1,1.1,45.06,1.1,0.51,13.55573039378548,-0.9749279121818236,-0.2225209339563146,0.7818314824680298,0.6234898018587336
119.0,24,2,0.82,70.02,1.4,0.42,436.3044130797481,-0.7818314824680299,0.6234898018587334,0.9749279121818236,-0.22252093395631434
66.0,3,6,1.34,137.43,0.97,0.32,237.7000794801988,0.6234898018587335,0.7818314824680298,-0.7818314824680299,0.6234898018587334
66.0,20,0,0.7994440767703508,118.03,1.19,0.22,301.1398135958988,-0.9749279121818236,-0.2225209339563146,0.0,1.0
66.0,25,5,1.01,78.34,0.51,0.65,180.03579098898192,-0.6234898018587337,0.7818314824680297,-0.9749279121818236,-0.2225209339563146
122.0,16,2,0.63,148.13,1.22,1.13,448.52087688584817,-0.433883739117558,-0.9009688679024191,0.9749279121818236,-0.22252093395631434
120.0,16,7,0.58,119.92,1.35,0.8799999999999999,462.7107278464505,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0
78.0,3,0,0.39,186.04,0.66,0.6299999999999999,305.96075106691325,0.6234898018587335,0.7818314824680298,0.0,1.0
23.0,20,4,1.1,66.74,0.76,0.38,136.7488883319544,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
17.0,4,2,1.15,119.87,1.06,1.04,178.8047160793638,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434
21.5,23,5,1.36,133.79,0.9955188679245284,0.91,67.50890409674479,-0.9009688679024193,0.43388373911755795,-0.9749279121818236,-0.2225209339563146
26.0,15,4,0.7994440767703508,79.07,0.65,0.78,208.8141334113644,-0.22252093395631384,-0.9749279121818237,-0.433883739117558,-0.9009688679024191
77.0,3,5,0.05,136.07,0.55,0.41,326.2765193904064,0.6234898018587335,0.7818314824680298,-0.9749279121818236,-0.2225209339563146
73.5,20,4,0.7994440767703508,169.19,1.02,0.07,185.39016360998147,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
70.0,20,6,0.26,116.53,0.52,0.59,272.47889569617774,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
54.0,3,3,0.7994440767703508,108.42,1.44,0.5,351.99260565387,0.6234898018587335,0.7818314824680298,0.43388373911755823,-0.900968867902419
38.0,20,4,0.46,21.818749999999994,0.61,0.34,136.94200942421207,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
38.0,15,5,0.82,130.02,1.0,0.22000000000000003,231.1935982588496,-0.22252093395631384,-0.9749279121818237,-0.9749279121818236,-0.2225209339563146
69.5,22,7,0.14,119.92,1.43,0.1,216.98579747031232,-0.9749279121818238,0.22252093395631334,-2.4492935982947064e-16,1.0
101.0,20,7,0.36,108.08,1.18,0.75,394.0948581369144,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
30.0,0,2,0.56,119.92,0.9955188679245284,0.88,309.55262312123364,0.0,1.0,0.9749279121818236,-0.22252093395631434
36.0,20,6,0.94,147.52,0.87,0.93,259.4040452053027,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
99.0,11,1,0.91,51.79,1.37,0.91,318.4035839591448,0.6234898018587339,-0.7818314824680295,0.7818314824680298,0.6234898018587336
117.0,11,6,1.52,148.48,0.86,0.8049999999999999,387.00255453478286,0.6234898018587339,-0.7818314824680295,-0.7818314824680299,0.6234898018587334
13.0,1,5,1.57,127.54,1.2,0.7,239.8604988689901,0.2225209339563144,0.9749279121818236,-0.9749279121818236,-0.2225209339563146
101.0,22,4,1.24,44.96,0.97,0.67,313.1118602437649,-0.9749279121818238,0.22252093395631334,-0.433883739117558,-0.9009688679024191
122.0,7,5,0.44,93.86,1.31,0.82,404.51037914459016,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
65.0,17,4,1.5,125.67,1.45,0.0,295.3219376240115,-0.6234898018587338,-0.7818314824680296,-0.433883739117558,-0.9009688679024191
121.0,20,6,0.3,171.18,0.5,0.04,407.34810298020176,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
88.0,10,6,0.7994440767703508,144.71,0.9955188679245284,0.06666666666666667,380.6693044613369,0.7818314824680299,-0.6234898018587335,-0.7818314824680299,0.6234898018587334
87.0,7,6,0.7994440767703508,158.55,0.9955188679245284,0.09333333333333332,164.24026132666265,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
86.0,20,6,0.7994440767703508,51.05,0.57,0.12,345.6015840422761,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
79.0,15,6,0.28,100.24,1.19,0.35,310.0579762762959,-0.22252093395631384,-0.9749279121818237,-0.7818314824680299,0.6234898018587334
72.0,9,7,0.01,115.23,1.38,0.46,315.12149559357334,0.9009688679024191,-0.43388373911755806,-2.4492935982947064e-16,1.0
64.0,13,8,0.02,94.92,0.9955188679245284,0.46,268.213059394358,0.2225209339563141,-0.9749279121818237,0.7818314824680296,0.6234898018587337
27.0,21,3,1.47,110.68,0.9955188679245284,0.08,229.57339538336777,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
109.0,25,5,0.24,130.49,0.65,0.56,405.89966545148246,-0.6234898018587337,0.7818314824680297,-0.9749279121818236,-0.2225209339563146
104.0,10,6,0.7994440767703508,93.77,1.12,0.23,320.38024022826005,0.7818314824680299,-0.6234898018587335,-0.7818314824680299,0.6234898018587334
31.0,0,6,0.93,21.818749999999994,0.56,0.35,84.278685623248,0.0,1.0,-0.7818314824680299,0.6234898018587334
47.0,5,3,0.77,136.98,1.28,0.75,325.98352488911274,0.9009688679024191,0.4338837391175582,0.43388373911755823,-0.900968867902419
63.0,22,7,0.05,191.29,1.29,0.93,598.2635172022032,-0.9749279121818238,0.22252093395631334,-2.4492935982947064e-16,1.0
79.0,11,6,0.75,104.31,1.37,0.53,320.10116820833383,0.6234898018587339,-0.7818314824680295,-0.7818314824680299,0.6234898018587334
6.0,9,2,0.6,112.12,1.26,0.33,226.5565928508328,0.9009688679024191,-0.43388373911755806,0.9749279121818236,-0.22252093395631434
36.0,22,0,0.61,46.16,1.25,0.61,184.6177948045138,-0.9749279121818238,0.22252093395631334,0.0,1.0
85.0,20,2,0.7994440767703508,107.01,1.13,0.8899999999999999,292.2671199015999,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
82.5,20,7,1.35,101.28,0.9955188679245284,1.17,139.09708522259868,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
80.0,12,2,1.34,119.92,0.9955188679245284,0.67,294.0814466143661,0.43388373911755823,-0.900968867902419,0.9749279121818236,-0.22252093395631434
36.0,7,1,0.74,56.11,0.63,0.75,133.45910413274564,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
4.0,17,4,1.5,140.81,0.9955188679245284,0.32,123.20214471438332,-0.6234898018587338,-0.7818314824680296,-0.433883739117558,-0.9009688679024191
58.5,4,0,0.52,140.8,0.85,0.88,172.90805419265732,0.7818314824680298,0.6234898018587336,0.0,1.0
113.0,14,4,1.07,148.62,0.9955188679245284,0.32,359.5711962311915,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
98.0,22,7,1.6,134.67,1.06,1.1,354.4717496934889,-0.9749279121818238,0.22252093395631334,-2.4492935982947064e-16,1.0
76.0,5,5,0.76,157.19,0.96,0.6000000000000001,316.1676039346755,0.9009688679024191,0.4338837391175582,-0.9749279121818236,-0.2225209339563146
91.0,4,3,0.7994440767703508,123.56,0.63,0.1,351.2627005068894,0.7818314824680298,0.6234898018587336,0.43388373911755823,-0.900968867902419
101.0,20,8,0.7994440767703508,149.22,0.91,0.055,598.2635172022032,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
92.0,20,4,0.7994440767703508,119.92,1.43,0.01,416.252814334514,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
45.0,5,5,0.8,137.02,0.98,0.87,324.6872064725996,0.9009688679024191,0.4338837391175582,-0.9749279121818236,-0.2225209339563146
96.0,26,6,1.34,148.19,0.81,0.14,330.53367821795115,-0.4338837391175575,0.9009688679024194,-0.7818314824680299,0.6234898018587334
109.0,13,4,1.39,93.12,1.32,0.37,357.4417031100259,0.2225209339563141,-0.9749279121818237,-0.433883739117558,-0.9009688679024191
121.0,20,0,0.38,100.96,1.02,0.6,433.4079242812723,-0.9749279121818236,-0.2225209339563146,0.0,1.0
112.5,15,6,0.63,158.93,1.17,0.87,199.70871339401592,-0.22252093395631384,-0.9749279121818237,-0.7818314824680299,0.6234898018587334
104.0,25,6,0.76,141.82,0.56,0.47,404.0576227385123,-0.6234898018587337,0.7818314824680297,-0.7818314824680299,0.6234898018587334
78.0,20,6,0.16,141.56,1.14,0.25,210.44902987410225,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
52.0,17,7,0.87,80.93,0.68,0.3,255.15189720576868,-0.6234898018587338,-0.7818314824680296,-2.4492935982947064e-16,1.0
45.333333333333336,1,2,0.7994440767703508,160.44,0.62,0.35,157.56298972699966,0.2225209339563144,0.9749279121818236,0.9749279121818236,-0.22252093395631434
38.666666666666664,6,8,0.05,173.9,1.16,0.55,449.4656619817894,0.9749279121818236,0.22252093395631445,0.7818314824680296,0.6234898018587337
32.0,20,2,0.52,132.81,0.57,0.865,228.69869807548037,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
118.0,5,0,0.49,149.96,1.15,1.18,402.29526099372026,0.9009688679024191,0.4338837391175582,0.0,1.0
71.0,24,7,0.74,153.85,0.89,0.91,369.6216116802402,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0
105.0,20,0,0.7994440767703508,122.53,0.62,0.51,359.1199983881699,-0.9749279121818236,-0.2225209339563146,0.0,1.0
6.0,20,6,0.76,124.23,0.9955188679245284,0.76,233.24053216079645,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
3.0,19,3,0.03,127.64,1.04,1.01,156.80287451024438,-0.900968867902419,-0.4338837391175583,0.43388373911755823,-0.900968867902419
0.0,20,0,1.06,138.07,0.82,0.23,102.21373482539934,-0.9749279121818236,-0.2225209339563146,0.0,1.0
118.0,20,7,0.7994440767703508,139.47,1.21,0.23,420.3966023274866,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
7.0,13,8,0.62,42.61,1.36,0.12,188.43324718686165,0.2225209339563141,-0.9749279121818237,0.7818314824680296,0.6234898018587337
60.0,20,2,0.82,160.96,0.64,0.9,264.3232250558972,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
92.0,6,3,0.7994440767703508,110.0,1.35,0.97,371.7369529083306,0.9749279121818236,0.22252093395631445,0.43388373911755823,-0.900968867902419
107.0,11,1,0.7994440767703508,37.54,1.34,1.02,387.38037258592624,0.6234898018587339,-0.7818314824680295,0.7818314824680298,0.6234898018587336
23.0,27,3,0.21,45.29,1.08,0.11,132.0706213137753,-0.22252093395631464,0.9749279121818235,0.43388373911755823,-0.900968867902419
47.0,2,0,0.02,103.19,1.47,0.335,343.6143860407168,0.4338837391175581,0.9009688679024191,0.0,1.0
73.0,20,1,1.35,160.49,1.25,0.56,422.67865120753015,-0.9749279121818236,-0.2225209339563146,0.7818314824680298,0.6234898018587336
99.0,5,2,0.35,181.77,0.78,0.64,420.0435623099407,0.9009688679024191,0.4338837391175582,0.9749279121818236,-0.22252093395631434
5.0,20,6,0.7994440767703508,138.44,1.49,0.36,173.32638363878704,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
13.666666666666666,5,5,0.34,97.88,1.39,0.26,188.2301725585361,0.9009688679024191,0.4338837391175582,-0.9749279121818236,-0.2225209339563146
22.333333333333332,3,6,0.3,135.66,1.17,0.36,162.2421210569214,0.6234898018587335,0.7818314824680298,-0.7818314824680299,0.6234898018587334
31.0,22,7,0.71,107.5,1.21,0.46,208.036661563961,-0.9749279121818238,0.22252093395631334,-2.4492935982947064e-16,1.0
12.0,7,4,0.03,66.75,0.82,0.44,170.86969494624503,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
124.0,27,1,0.31,106.48,1.17,0.7350000000000001,459.8505444778429,-0.22252093395631464,0.9749279121818235,0.7818314824680298,0.6234898018587336
125.0,27,6,0.07,80.75,0.77,1.03,420.78699185771495,-0.22252093395631464,0.9749279121818235,-0.7818314824680299,0.6234898018587334
23.0,15,6,0.51,119.92,1.2,0.63,294.66771338697816,-0.22252093395631384,-0.9749279121818237,-0.7818314824680299,0.6234898018587334
29.5,21,4,0.7994440767703508,144.82,0.56,0.13,121.66271107443946,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
36.0,22,4,0.73,120.21,0.9955188679245284,0.42333333333333334,248.18996858875823,-0.9749279121818238,0.22252093395631334,-0.433883739117558,-0.9009688679024191
58.0,20,6,0.7994440767703508,21.818749999999994,0.77,0.7166666666666667,215.05926314715288,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
69.0,20,7,0.23,70.72,1.39,1.01,360.10622903698754,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
7.0,14,4,1.27,107.44,0.99,0.12,97.79414110068087,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
73.0,0,4,0.7994440767703508,127.61,0.71,0.0,333.42459108490004,0.0,1.0,-0.433883739117558,-0.9009688679024191
71.0,11,5,1.1,119.92,1.0,1.08,598.2635172022032,0.6234898018587339,-0.7818314824680295,-0.9749279121818236,-0.2225209339563146
88.0,26,8,0.26,155.12,0.85,0.54,598.2635172022032,-0.4338837391175575,0.9009688679024194,0.7818314824680296,0.6234898018587337
